E:\project\IMG\center_2021_04_22_11_22_43_492.jpg, E:\project\IMG\left_2021_04_22_11_22_43_492.jpg, E:\project\IMG\right_2021_04_22_11_22_43_492.jpg, 0, 0.4568581, 0, 5.887424
E:\project\IMG\center_2021_04_22_11_22_43_684.jpg, E:\project\IMG\left_2021_04_22_11_22_43_684.jpg, E:\project\IMG\right_2021_04_22_11_22_43_684.jpg, 0, 0, 0, 5.792112
E:\project\IMG\center_2021_04_22_11_22_43_854.jpg, E:\project\IMG\left_2021_04_22_11_22_43_854.jpg, E:\project\IMG\right_2021_04_22_11_22_43_854.jpg, 0, 0, 0, 5.698702
E:\project\IMG\center_2021_04_22_11_22_44_023.jpg, E:\project\IMG\left_2021_04_22_11_22_44_023.jpg, E:\project\IMG\right_2021_04_22_11_22_44_023.jpg, 0, 0, 0, 5.595378
E:\project\IMG\center_2021_04_22_11_22_44_196.jpg, E:\project\IMG\left_2021_04_22_11_22_44_196.jpg, E:\project\IMG\right_2021_04_22_11_22_44_196.jpg, 0, 0.5189361, 0, 6.595343
E:\project\IMG\center_2021_04_22_11_22_44_388.jpg, E:\project\IMG\left_2021_04_22_11_22_44_388.jpg, E:\project\IMG\right_2021_04_22_11_22_44_388.jpg, 0, 0, 0, 6.506269
E:\project\IMG\center_2021_04_22_11_22_44_557.jpg, E:\project\IMG\left_2021_04_22_11_22_44_557.jpg, E:\project\IMG\right_2021_04_22_11_22_44_557.jpg, 0, 0.5057457, 0, 7.460671
E:\project\IMG\center_2021_04_22_11_22_44_732.jpg, E:\project\IMG\left_2021_04_22_11_22_44_732.jpg, E:\project\IMG\right_2021_04_22_11_22_44_732.jpg, 0, 0, 0, 7.373914
E:\project\IMG\center_2021_04_22_11_22_44_919.jpg, E:\project\IMG\left_2021_04_22_11_22_44_919.jpg, E:\project\IMG\right_2021_04_22_11_22_44_919.jpg, 0, 0.5610036, 0, 8.545325
E:\project\IMG\center_2021_04_22_11_22_45_109.jpg, E:\project\IMG\left_2021_04_22_11_22_45_109.jpg, E:\project\IMG\right_2021_04_22_11_22_45_109.jpg, 0, 0, 0, 8.431995
E:\project\IMG\center_2021_04_22_11_22_45_298.jpg, E:\project\IMG\left_2021_04_22_11_22_45_298.jpg, E:\project\IMG\right_2021_04_22_11_22_45_298.jpg, 0, 0, 0, 8.264986
E:\project\IMG\center_2021_04_22_11_22_45_478.jpg, E:\project\IMG\left_2021_04_22_11_22_45_478.jpg, E:\project\IMG\right_2021_04_22_11_22_45_478.jpg, 0, 0, 0, 8.117527
E:\project\IMG\center_2021_04_22_11_22_45_669.jpg, E:\project\IMG\left_2021_04_22_11_22_45_669.jpg, E:\project\IMG\right_2021_04_22_11_22_45_669.jpg, 0, 0, 0, 7.972724
E:\project\IMG\center_2021_04_22_11_22_45_862.jpg, E:\project\IMG\left_2021_04_22_11_22_45_862.jpg, E:\project\IMG\right_2021_04_22_11_22_45_862.jpg, 0, 0, 0, 7.814886
E:\project\IMG\center_2021_04_22_11_22_46_047.jpg, E:\project\IMG\left_2021_04_22_11_22_46_047.jpg, E:\project\IMG\right_2021_04_22_11_22_46_047.jpg, 0, 0, 0, 7.675531
E:\project\IMG\center_2021_04_22_11_22_46_220.jpg, E:\project\IMG\left_2021_04_22_11_22_46_220.jpg, E:\project\IMG\right_2021_04_22_11_22_46_220.jpg, 0, 0, 0, 7.538682
E:\project\IMG\center_2021_04_22_11_22_47_374.jpg, E:\project\IMG\left_2021_04_22_11_22_47_374.jpg, E:\project\IMG\right_2021_04_22_11_22_47_374.jpg, -1, 0, 0, 6.694438
E:\project\IMG\center_2021_04_22_11_22_47_563.jpg, E:\project\IMG\left_2021_04_22_11_22_47_563.jpg, E:\project\IMG\right_2021_04_22_11_22_47_563.jpg, -0.4231135, 0, 0, 6.561386
E:\project\IMG\center_2021_04_22_11_22_47_750.jpg, E:\project\IMG\left_2021_04_22_11_22_47_750.jpg, E:\project\IMG\right_2021_04_22_11_22_47_750.jpg, 0, 0, 0, 6.407555
E:\project\IMG\center_2021_04_22_11_22_47_937.jpg, E:\project\IMG\left_2021_04_22_11_22_47_937.jpg, E:\project\IMG\right_2021_04_22_11_22_47_937.jpg, 0, 0, 0, 6.274755
E:\project\IMG\center_2021_04_22_11_22_48_109.jpg, E:\project\IMG\left_2021_04_22_11_22_48_109.jpg, E:\project\IMG\right_2021_04_22_11_22_48_109.jpg, 0, 0, 0, 6.170424
E:\project\IMG\center_2021_04_22_11_22_48_279.jpg, E:\project\IMG\left_2021_04_22_11_22_48_279.jpg, E:\project\IMG\right_2021_04_22_11_22_48_279.jpg, 0, 0, 0, 6.055043
E:\project\IMG\center_2021_04_22_11_22_48_461.jpg, E:\project\IMG\left_2021_04_22_11_22_48_461.jpg, E:\project\IMG\right_2021_04_22_11_22_48_461.jpg, 0, 0.5480322, 0, 7.103208
E:\project\IMG\center_2021_04_22_11_22_48_633.jpg, E:\project\IMG\left_2021_04_22_11_22_48_633.jpg, E:\project\IMG\right_2021_04_22_11_22_48_633.jpg, 0, 1, 0, 9.109125
E:\project\IMG\center_2021_04_22_11_22_48_803.jpg, E:\project\IMG\left_2021_04_22_11_22_48_803.jpg, E:\project\IMG\right_2021_04_22_11_22_48_803.jpg, 0, 0.4885897, 0, 9.944685
E:\project\IMG\center_2021_04_22_11_22_48_982.jpg, E:\project\IMG\left_2021_04_22_11_22_48_982.jpg, E:\project\IMG\right_2021_04_22_11_22_48_982.jpg, 0, 0, 0, 9.802324
E:\project\IMG\center_2021_04_22_11_22_49_176.jpg, E:\project\IMG\left_2021_04_22_11_22_49_176.jpg, E:\project\IMG\right_2021_04_22_11_22_49_176.jpg, 0, 0, 0, 9.604749
E:\project\IMG\center_2021_04_22_11_22_49_369.jpg, E:\project\IMG\left_2021_04_22_11_22_49_369.jpg, E:\project\IMG\right_2021_04_22_11_22_49_369.jpg, 0, 0, 0, 9.431623
E:\project\IMG\center_2021_04_22_11_22_49_574.jpg, E:\project\IMG\left_2021_04_22_11_22_49_574.jpg, E:\project\IMG\right_2021_04_22_11_22_49_574.jpg, 0, 0, 0, 9.224252
E:\project\IMG\center_2021_04_22_11_22_49_743.jpg, E:\project\IMG\left_2021_04_22_11_22_49_743.jpg, E:\project\IMG\right_2021_04_22_11_22_49_743.jpg, 0, 0.5119695, 0, 10.02751
E:\project\IMG\center_2021_04_22_11_22_49_915.jpg, E:\project\IMG\left_2021_04_22_11_22_49_915.jpg, E:\project\IMG\right_2021_04_22_11_22_49_915.jpg, 0, 0, 0, 9.887634
E:\project\IMG\center_2021_04_22_11_22_50_087.jpg, E:\project\IMG\left_2021_04_22_11_22_50_087.jpg, E:\project\IMG\right_2021_04_22_11_22_50_087.jpg, 0, 0, 0, 9.729068
E:\project\IMG\center_2021_04_22_11_22_50_260.jpg, E:\project\IMG\left_2021_04_22_11_22_50_260.jpg, E:\project\IMG\right_2021_04_22_11_22_50_260.jpg, 0, 0, 0, 9.55371
E:\project\IMG\center_2021_04_22_11_22_50_469.jpg, E:\project\IMG\left_2021_04_22_11_22_50_469.jpg, E:\project\IMG\right_2021_04_22_11_22_50_469.jpg, 0, 0, 0, 9.362568
E:\project\IMG\center_2021_04_22_11_22_50_661.jpg, E:\project\IMG\left_2021_04_22_11_22_50_661.jpg, E:\project\IMG\right_2021_04_22_11_22_50_661.jpg, 0, 0.577968, 0, 10.52459
E:\project\IMG\center_2021_04_22_11_22_50_855.jpg, E:\project\IMG\left_2021_04_22_11_22_50_855.jpg, E:\project\IMG\right_2021_04_22_11_22_50_855.jpg, 0, 0, 0, 10.36186
E:\project\IMG\center_2021_04_22_11_22_51_045.jpg, E:\project\IMG\left_2021_04_22_11_22_51_045.jpg, E:\project\IMG\right_2021_04_22_11_22_51_045.jpg, 0, 0, 0, 10.17511
E:\project\IMG\center_2021_04_22_11_22_51_218.jpg, E:\project\IMG\left_2021_04_22_11_22_51_218.jpg, E:\project\IMG\right_2021_04_22_11_22_51_218.jpg, 0, 0.5217513, 0, 11.0828
E:\project\IMG\center_2021_04_22_11_22_51_390.jpg, E:\project\IMG\left_2021_04_22_11_22_51_390.jpg, E:\project\IMG\right_2021_04_22_11_22_51_390.jpg, 0, 0.005665183, 0, 10.96078
E:\project\IMG\center_2021_04_22_11_22_51_564.jpg, E:\project\IMG\left_2021_04_22_11_22_51_564.jpg, E:\project\IMG\right_2021_04_22_11_22_51_564.jpg, 0, 0, 0, 10.76374
E:\project\IMG\center_2021_04_22_11_22_51_735.jpg, E:\project\IMG\left_2021_04_22_11_22_51_735.jpg, E:\project\IMG\right_2021_04_22_11_22_51_735.jpg, 0, 0, 0, 10.5712
E:\project\IMG\center_2021_04_22_11_22_52_901.jpg, E:\project\IMG\left_2021_04_22_11_22_52_901.jpg, E:\project\IMG\right_2021_04_22_11_22_52_901.jpg, 0, 1, 0, 13.92841
E:\project\IMG\center_2021_04_22_11_22_53_093.jpg, E:\project\IMG\left_2021_04_22_11_22_53_093.jpg, E:\project\IMG\right_2021_04_22_11_22_53_093.jpg, 0, 0.4234429, 0, 14.6053
E:\project\IMG\center_2021_04_22_11_22_53_282.jpg, E:\project\IMG\left_2021_04_22_11_22_53_282.jpg, E:\project\IMG\right_2021_04_22_11_22_53_282.jpg, 0, 0, 0, 14.64544
E:\project\IMG\center_2021_04_22_11_22_53_468.jpg, E:\project\IMG\left_2021_04_22_11_22_53_468.jpg, E:\project\IMG\right_2021_04_22_11_22_53_468.jpg, 0, 0, 0, 14.35139
E:\project\IMG\center_2021_04_22_11_22_53_641.jpg, E:\project\IMG\left_2021_04_22_11_22_53_641.jpg, E:\project\IMG\right_2021_04_22_11_22_53_641.jpg, 0, 0, 0, 14.12938
E:\project\IMG\center_2021_04_22_11_22_53_813.jpg, E:\project\IMG\left_2021_04_22_11_22_53_813.jpg, E:\project\IMG\right_2021_04_22_11_22_53_813.jpg, 0, 0.51579, 0, 14.85738
E:\project\IMG\center_2021_04_22_11_22_53_991.jpg, E:\project\IMG\left_2021_04_22_11_22_53_991.jpg, E:\project\IMG\right_2021_04_22_11_22_53_991.jpg, 0, 0, 0, 14.61444
E:\project\IMG\center_2021_04_22_11_22_54_164.jpg, E:\project\IMG\left_2021_04_22_11_22_54_164.jpg, E:\project\IMG\right_2021_04_22_11_22_54_164.jpg, 0, 0, 0, 14.40709
E:\project\IMG\center_2021_04_22_11_22_54_337.jpg, E:\project\IMG\left_2021_04_22_11_22_54_337.jpg, E:\project\IMG\right_2021_04_22_11_22_54_337.jpg, 0, 0, 0, 14.17719
E:\project\IMG\center_2021_04_22_11_22_54_527.jpg, E:\project\IMG\left_2021_04_22_11_22_54_527.jpg, E:\project\IMG\right_2021_04_22_11_22_54_527.jpg, 0, 0, 0, 13.8786
E:\project\IMG\center_2021_04_22_11_22_54_718.jpg, E:\project\IMG\left_2021_04_22_11_22_54_718.jpg, E:\project\IMG\right_2021_04_22_11_22_54_718.jpg, -0.583005, 0, 0, 13.24841
E:\project\IMG\center_2021_04_22_11_22_54_926.jpg, E:\project\IMG\left_2021_04_22_11_22_54_926.jpg, E:\project\IMG\right_2021_04_22_11_22_54_926.jpg, 0, 0, 0, 12.95541
E:\project\IMG\center_2021_04_22_11_22_55_108.jpg, E:\project\IMG\left_2021_04_22_11_22_55_108.jpg, E:\project\IMG\right_2021_04_22_11_22_55_108.jpg, 0, 0, 0, 12.74613
E:\project\IMG\center_2021_04_22_11_22_55_282.jpg, E:\project\IMG\left_2021_04_22_11_22_55_282.jpg, E:\project\IMG\right_2021_04_22_11_22_55_282.jpg, 0, 0, 0, 12.50246
E:\project\IMG\center_2021_04_22_11_22_55_459.jpg, E:\project\IMG\left_2021_04_22_11_22_55_459.jpg, E:\project\IMG\right_2021_04_22_11_22_55_459.jpg, 0, 0.5302104, 0, 13.36721
E:\project\IMG\center_2021_04_22_11_22_55_621.jpg, E:\project\IMG\left_2021_04_22_11_22_55_621.jpg, E:\project\IMG\right_2021_04_22_11_22_55_621.jpg, 0, 0.03590697, 0, 13.26687
E:\project\IMG\center_2021_04_22_11_22_55_794.jpg, E:\project\IMG\left_2021_04_22_11_22_55_794.jpg, E:\project\IMG\right_2021_04_22_11_22_55_794.jpg, 0, 0, 0, 13.02695
E:\project\IMG\center_2021_04_22_11_22_55_988.jpg, E:\project\IMG\left_2021_04_22_11_22_55_988.jpg, E:\project\IMG\right_2021_04_22_11_22_55_988.jpg, -0.5776218, 0, 0, 12.49535
E:\project\IMG\center_2021_04_22_11_22_56_174.jpg, E:\project\IMG\left_2021_04_22_11_22_56_174.jpg, E:\project\IMG\right_2021_04_22_11_22_56_174.jpg, -0.0204246, 0, 0, 12.22411
E:\project\IMG\center_2021_04_22_11_22_56_367.jpg, E:\project\IMG\left_2021_04_22_11_22_56_367.jpg, E:\project\IMG\right_2021_04_22_11_22_56_367.jpg, 0, 0, 0, 12.02285
E:\project\IMG\center_2021_04_22_11_22_56_541.jpg, E:\project\IMG\left_2021_04_22_11_22_56_541.jpg, E:\project\IMG\right_2021_04_22_11_22_56_541.jpg, 0, 0, 0, 11.82962
E:\project\IMG\center_2021_04_22_11_22_56_716.jpg, E:\project\IMG\left_2021_04_22_11_22_56_716.jpg, E:\project\IMG\right_2021_04_22_11_22_56_716.jpg, 0, 0.5234424, 0, 12.68155
E:\project\IMG\center_2021_04_22_11_22_56_891.jpg, E:\project\IMG\left_2021_04_22_11_22_56_891.jpg, E:\project\IMG\right_2021_04_22_11_22_56_891.jpg, 0, 1, 0, 14.64751
E:\project\IMG\center_2021_04_22_11_22_57_067.jpg, E:\project\IMG\left_2021_04_22_11_22_57_067.jpg, E:\project\IMG\right_2021_04_22_11_22_57_067.jpg, 0, 0.4711045, 0, 15.2861
E:\project\IMG\center_2021_04_22_11_22_57_237.jpg, E:\project\IMG\left_2021_04_22_11_22_57_237.jpg, E:\project\IMG\right_2021_04_22_11_22_57_237.jpg, 0, 0, 0, 15.05338
E:\project\IMG\center_2021_04_22_11_22_58_469.jpg, E:\project\IMG\left_2021_04_22_11_22_58_469.jpg, E:\project\IMG\right_2021_04_22_11_22_58_469.jpg, 0, 0, 0, 14.78721
E:\project\IMG\center_2021_04_22_11_22_58_660.jpg, E:\project\IMG\left_2021_04_22_11_22_58_660.jpg, E:\project\IMG\right_2021_04_22_11_22_58_660.jpg, 0, 0, 0, 14.50014
E:\project\IMG\center_2021_04_22_11_22_58_841.jpg, E:\project\IMG\left_2021_04_22_11_22_58_841.jpg, E:\project\IMG\right_2021_04_22_11_22_58_841.jpg, 0, 0, 0, 14.01364
E:\project\IMG\center_2021_04_22_11_22_59_027.jpg, E:\project\IMG\left_2021_04_22_11_22_59_027.jpg, E:\project\IMG\right_2021_04_22_11_22_59_027.jpg, 0, 0, 0, 13.99363
E:\project\IMG\center_2021_04_22_11_22_59_217.jpg, E:\project\IMG\left_2021_04_22_11_22_59_217.jpg, E:\project\IMG\right_2021_04_22_11_22_59_217.jpg, -0.5710464, 0, 0, 13.16442
E:\project\IMG\center_2021_04_22_11_22_59_394.jpg, E:\project\IMG\left_2021_04_22_11_22_59_394.jpg, E:\project\IMG\right_2021_04_22_11_22_59_394.jpg, -0.03822601, 0, 0, 13.11598
E:\project\IMG\center_2021_04_22_11_22_59_569.jpg, E:\project\IMG\left_2021_04_22_11_22_59_569.jpg, E:\project\IMG\right_2021_04_22_11_22_59_569.jpg, 0, 0, 0, 12.69051
E:\project\IMG\center_2021_04_22_11_23_01_755.jpg, E:\project\IMG\left_2021_04_22_11_23_01_755.jpg, E:\project\IMG\right_2021_04_22_11_23_01_755.jpg, 0, 1, 0, 16.35753
E:\project\IMG\center_2021_04_22_11_23_01_962.jpg, E:\project\IMG\left_2021_04_22_11_23_01_962.jpg, E:\project\IMG\right_2021_04_22_11_23_01_962.jpg, 0, 0.3663862, 0, 16.87459
E:\project\IMG\center_2021_04_22_11_23_02_167.jpg, E:\project\IMG\left_2021_04_22_11_23_02_167.jpg, E:\project\IMG\right_2021_04_22_11_23_02_167.jpg, 0, 0, 0, 16.57787
E:\project\IMG\center_2021_04_22_11_23_02_427.jpg, E:\project\IMG\left_2021_04_22_11_23_02_427.jpg, E:\project\IMG\right_2021_04_22_11_23_02_427.jpg, 0, 0, 0, 16.17511
E:\project\IMG\center_2021_04_22_11_23_02_603.jpg, E:\project\IMG\left_2021_04_22_11_23_02_603.jpg, E:\project\IMG\right_2021_04_22_11_23_02_603.jpg, 0, 0, 0, 15.87952
E:\project\IMG\center_2021_04_22_11_23_02_785.jpg, E:\project\IMG\left_2021_04_22_11_23_02_785.jpg, E:\project\IMG\right_2021_04_22_11_23_02_785.jpg, 0, 0, 0, 15.58819
E:\project\IMG\center_2021_04_22_11_23_02_962.jpg, E:\project\IMG\left_2021_04_22_11_23_02_962.jpg, E:\project\IMG\right_2021_04_22_11_23_02_962.jpg, 0, 0, 0, 15.30272
E:\project\IMG\center_2021_04_22_11_23_03_141.jpg, E:\project\IMG\left_2021_04_22_11_23_03_141.jpg, E:\project\IMG\right_2021_04_22_11_23_03_141.jpg, -0.5394711, 0, 0, 14.77155
E:\project\IMG\center_2021_04_22_11_23_03_319.jpg, E:\project\IMG\left_2021_04_22_11_23_03_319.jpg, E:\project\IMG\right_2021_04_22_11_23_03_319.jpg, -0.006895185, 0, 0, 14.43436
E:\project\IMG\center_2021_04_22_11_23_03_500.jpg, E:\project\IMG\left_2021_04_22_11_23_03_500.jpg, E:\project\IMG\right_2021_04_22_11_23_03_500.jpg, 0, 0, 0, 14.15874
E:\project\IMG\center_2021_04_22_11_23_03_701.jpg, E:\project\IMG\left_2021_04_22_11_23_03_701.jpg, E:\project\IMG\right_2021_04_22_11_23_03_701.jpg, 0, 0, 0, 13.86903
E:\project\IMG\center_2021_04_22_11_23_03_880.jpg, E:\project\IMG\left_2021_04_22_11_23_03_880.jpg, E:\project\IMG\right_2021_04_22_11_23_03_880.jpg, 0, 0, 0, 13.65654
E:\project\IMG\center_2021_04_22_11_23_04_059.jpg, E:\project\IMG\left_2021_04_22_11_23_04_059.jpg, E:\project\IMG\right_2021_04_22_11_23_04_059.jpg, 0, 0.5412717, 0, 14.60852
E:\project\IMG\center_2021_04_22_11_23_04_245.jpg, E:\project\IMG\left_2021_04_22_11_23_04_245.jpg, E:\project\IMG\right_2021_04_22_11_23_04_245.jpg, 0, 1, 0, 16.28306
E:\project\IMG\center_2021_04_22_11_23_04_454.jpg, E:\project\IMG\left_2021_04_22_11_23_04_454.jpg, E:\project\IMG\right_2021_04_22_11_23_04_454.jpg, 0, 0.3750487, 0, 17.25232
E:\project\IMG\center_2021_04_22_11_23_04_620.jpg, E:\project\IMG\left_2021_04_22_11_23_04_620.jpg, E:\project\IMG\right_2021_04_22_11_23_04_620.jpg, 0, 0, 0, 17.10322
E:\project\IMG\center_2021_04_22_11_23_04_803.jpg, E:\project\IMG\left_2021_04_22_11_23_04_803.jpg, E:\project\IMG\right_2021_04_22_11_23_04_803.jpg, 0, 0, 0, 16.25501
E:\project\IMG\center_2021_04_22_11_23_04_997.jpg, E:\project\IMG\left_2021_04_22_11_23_04_997.jpg, E:\project\IMG\right_2021_04_22_11_23_04_997.jpg, 0, 0, 0, 15.92555
E:\project\IMG\center_2021_04_22_11_23_05_193.jpg, E:\project\IMG\left_2021_04_22_11_23_05_193.jpg, E:\project\IMG\right_2021_04_22_11_23_05_193.jpg, 0, 0, 0, 15.62047
E:\project\IMG\center_2021_04_22_11_23_05_379.jpg, E:\project\IMG\left_2021_04_22_11_23_05_379.jpg, E:\project\IMG\right_2021_04_22_11_23_05_379.jpg, -0.56553, 0, 0, 15.54355
E:\project\IMG\center_2021_04_22_11_23_05_552.jpg, E:\project\IMG\left_2021_04_22_11_23_05_552.jpg, E:\project\IMG\right_2021_04_22_11_23_05_552.jpg, -0.05041379, 0, 0, 14.68545
E:\project\IMG\center_2021_04_22_11_23_05_725.jpg, E:\project\IMG\left_2021_04_22_11_23_05_725.jpg, E:\project\IMG\right_2021_04_22_11_23_05_725.jpg, 0, 0, 0, 14.50822
E:\project\IMG\center_2021_04_22_11_23_05_901.jpg, E:\project\IMG\left_2021_04_22_11_23_05_901.jpg, E:\project\IMG\right_2021_04_22_11_23_05_901.jpg, 0, 0, 0, 14.73792
E:\project\IMG\center_2021_04_22_11_23_06_104.jpg, E:\project\IMG\left_2021_04_22_11_23_06_104.jpg, E:\project\IMG\right_2021_04_22_11_23_06_104.jpg, 0, 0, 0, 14.46581
E:\project\IMG\center_2021_04_22_11_23_06_284.jpg, E:\project\IMG\left_2021_04_22_11_23_06_284.jpg, E:\project\IMG\right_2021_04_22_11_23_06_284.jpg, 0, 0, 0, 13.67448
E:\project\IMG\center_2021_04_22_11_23_06_466.jpg, E:\project\IMG\left_2021_04_22_11_23_06_466.jpg, E:\project\IMG\right_2021_04_22_11_23_06_466.jpg, 0, 0.5470092, 0, 14.8003
E:\project\IMG\center_2021_04_22_11_23_06_661.jpg, E:\project\IMG\left_2021_04_22_11_23_06_661.jpg, E:\project\IMG\right_2021_04_22_11_23_06_661.jpg, 0, 0, 0, 14.53109
E:\project\IMG\center_2021_04_22_11_23_06_841.jpg, E:\project\IMG\left_2021_04_22_11_23_06_841.jpg, E:\project\IMG\right_2021_04_22_11_23_06_841.jpg, 0, 0, 0, 14.33482
E:\project\IMG\center_2021_04_22_11_23_08_005.jpg, E:\project\IMG\left_2021_04_22_11_23_08_005.jpg, E:\project\IMG\right_2021_04_22_11_23_08_005.jpg, 0, 0, 0, 13.85255
E:\project\IMG\center_2021_04_22_11_23_08_191.jpg, E:\project\IMG\left_2021_04_22_11_23_08_191.jpg, E:\project\IMG\right_2021_04_22_11_23_08_191.jpg, 0, 0, 0, 13.60232
E:\project\IMG\center_2021_04_22_11_23_08_381.jpg, E:\project\IMG\left_2021_04_22_11_23_08_381.jpg, E:\project\IMG\right_2021_04_22_11_23_08_381.jpg, 0, 0.5682138, 0, 14.54327
E:\project\IMG\center_2021_04_22_11_23_08_566.jpg, E:\project\IMG\left_2021_04_22_11_23_08_566.jpg, E:\project\IMG\right_2021_04_22_11_23_08_566.jpg, 0, 0.01062965, 0, 14.70742
E:\project\IMG\center_2021_04_22_11_23_08_741.jpg, E:\project\IMG\left_2021_04_22_11_23_08_741.jpg, E:\project\IMG\right_2021_04_22_11_23_08_741.jpg, 0, 0, 0, 13.93176
E:\project\IMG\center_2021_04_22_11_23_08_915.jpg, E:\project\IMG\left_2021_04_22_11_23_08_915.jpg, E:\project\IMG\right_2021_04_22_11_23_08_915.jpg, 0, 0, 0, 13.68528
E:\project\IMG\center_2021_04_22_11_23_09_094.jpg, E:\project\IMG\left_2021_04_22_11_23_09_094.jpg, E:\project\IMG\right_2021_04_22_11_23_09_094.jpg, 0, 0, 0, 13.93276
E:\project\IMG\center_2021_04_22_11_23_09_271.jpg, E:\project\IMG\left_2021_04_22_11_23_09_271.jpg, E:\project\IMG\right_2021_04_22_11_23_09_271.jpg, 0, 0, 0, 13.11126
E:\project\IMG\center_2021_04_22_11_23_09_447.jpg, E:\project\IMG\left_2021_04_22_11_23_09_447.jpg, E:\project\IMG\right_2021_04_22_11_23_09_447.jpg, 0, 0.5261781, 0, 14.25024
E:\project\IMG\center_2021_04_22_11_23_09_630.jpg, E:\project\IMG\left_2021_04_22_11_23_09_630.jpg, E:\project\IMG\right_2021_04_22_11_23_09_630.jpg, 0, 0, 0, 14.10221
E:\project\IMG\center_2021_04_22_11_23_09_818.jpg, E:\project\IMG\left_2021_04_22_11_23_09_818.jpg, E:\project\IMG\right_2021_04_22_11_23_09_818.jpg, 0, 0, 0, 13.82654
E:\project\IMG\center_2021_04_22_11_23_09_987.jpg, E:\project\IMG\left_2021_04_22_11_23_09_987.jpg, E:\project\IMG\right_2021_04_22_11_23_09_987.jpg, 0, 0, 0, 13.60563
E:\project\IMG\center_2021_04_22_11_23_10_163.jpg, E:\project\IMG\left_2021_04_22_11_23_10_163.jpg, E:\project\IMG\right_2021_04_22_11_23_10_163.jpg, 0, 0, 0, 13.38894
E:\project\IMG\center_2021_04_22_11_23_10_334.jpg, E:\project\IMG\left_2021_04_22_11_23_10_334.jpg, E:\project\IMG\right_2021_04_22_11_23_10_334.jpg, 0, 0, 0, 13.02999
E:\project\IMG\center_2021_04_22_11_23_10_508.jpg, E:\project\IMG\left_2021_04_22_11_23_10_508.jpg, E:\project\IMG\right_2021_04_22_11_23_10_508.jpg, 0, 0.5206452, 0, 13.83824
E:\project\IMG\center_2021_04_22_11_23_10_684.jpg, E:\project\IMG\left_2021_04_22_11_23_10_684.jpg, E:\project\IMG\right_2021_04_22_11_23_10_684.jpg, 0, 0, 0, 13.77048
E:\project\IMG\center_2021_04_22_11_23_10_863.jpg, E:\project\IMG\left_2021_04_22_11_23_10_863.jpg, E:\project\IMG\right_2021_04_22_11_23_10_863.jpg, 0, 0, 0, 13.54052
E:\project\IMG\center_2021_04_22_11_23_11_085.jpg, E:\project\IMG\left_2021_04_22_11_23_11_085.jpg, E:\project\IMG\right_2021_04_22_11_23_11_085.jpg, 0, 0, 0, 13.21507
E:\project\IMG\center_2021_04_22_11_23_11_305.jpg, E:\project\IMG\left_2021_04_22_11_23_11_305.jpg, E:\project\IMG\right_2021_04_22_11_23_11_305.jpg, 0, 0.6590715, 0, 14.71718
E:\project\IMG\center_2021_04_22_11_23_11_501.jpg, E:\project\IMG\left_2021_04_22_11_23_11_501.jpg, E:\project\IMG\right_2021_04_22_11_23_11_501.jpg, 0, 0.07245964, 0, 14.45828
